SG_UF;CO_ENTIDADE;IN_AGUA_POTAVEL;IN_AGUA_INEXISTENTE;IN_ENERGIA_INEXISTENTE;IN_ENERGIA_REDE_PUBLICA;IN_ESGOTO_REDE_PUBLICA;IN_ESGOTO_INEXISTENTE;IN_BANHEIRO;IN_COZINHA;IN_REFEITORIO;IN_QUADRA_ESPORTES;QT_SALAS_UTILIZADAS_ACESSIVEIS;QT_SALAS_UTILIZADAS;IN_LABORATORIO_CIENCIAS;IN_LABORATORIO_INFORMATICA;IN_SALA_DIRETORIA;IN_SECRETARIA;IN_SALA_MULTIUSO;IN_SALA_LEITURA;IN_ALIMENTACAO;IN_INTERNET;IN_INTERNET_ALUNOS;MEDIA_INFRAESTRUTURA
RO;11037822;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;5.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;56.25
RO;11049294;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;15.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;75.0
RO;11002662;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;8.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;68.75
RO;11046457;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;5.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;56.25
RO;11001798;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;37.5
RO;11041773;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;31.25
AC;12001686;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;30.0;30.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;68.75
AC;12028975;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;12.5
AC;12011525;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;7.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;75.0
AC;12032271;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;10.0;13.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;56.25
AC;12006408;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;12.5
AC;12006459;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;12.5
AM;13109596;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;18.75
AM;13101730;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;11.0;11.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;68.75
AM;13105256;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;4.0;4.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;37.5
AM;13107828;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;50.0
AM;13063090;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;25.0
AM;13121006;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;12.5
RR;14001632;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;4.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;56.25
RR;14000555;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;18.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;93.75
RR;14009692;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;5.0;5.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;62.5
RR;14009757;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;2.0;2.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;56.25
RR;14324067;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;13.0;13.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;93.75
RR;14005280;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;5.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;62.5
PA;15201600;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;6.0;6.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;75.0
PA;15168018;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;2.0;15.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;62.5
PA;15172619;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;18.75
PA;15536459;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;12.5
PA;15170780;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;15.0;15.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;81.25
PA;15583457;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;18.75
AP;16007549;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;18.75
AP;16006437;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;3.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;68.75
AP;16011430;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;4.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;62.5
