SG_UF;CO_ENTIDADE;IN_AGUA_POTAVEL;IN_AGUA_INEXISTENTE;IN_ENERGIA_REDE_PUBLICA;IN_ENERGIA_INEXISTENTE;IN_ESGOTO_REDE_PUBLICA;IN_ESGOTO_INEXISTENTE;IN_BANHEIRO;IN_COZINHA;IN_LABORATORIO_CIENCIAS;IN_LABORATORIO_INFORMATICA;IN_QUADRA_ESPORTES;IN_REFEITORIO;IN_SALA_MULTIUSO;IN_SALA_DIRETORIA;IN_SALA_LEITURA;IN_SECRETARIA;QT_SALAS_UTILIZADAS;QT_SALAS_UTILIZADAS_ACESSIVEIS;IN_INTERNET;IN_INTERNET_ALUNOS;IN_ALIMENTACAO
AM;13012665;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0
AM;13106457;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;6.0;3.0;0.0;0.0;0.0
AM;13069632;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;8.0;0.0;1.0;0.0;0.0
AM;13076906;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;11.0;1.0;1.0;0.0;0.0
RR;14000660;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0
RR;14000695;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0
RR;14001098;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;4.0;0.0;1.0;0.0;1.0
RR;14000792;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;25.0;0.0;1.0;1.0;0.0
RR;14000814;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;35.0;35.0;1.0;1.0;0.0
RR;14001055;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;38.0;38.0;1.0;1.0;0.0
PA;15064255;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;9.0;9.0;1.0;1.0;1.0
PA;15064280;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;25.0;10.0;0.0;0.0;1.0
PA;15064301;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;13.0;0.0;1.0;0.0;1.0
PA;15161366;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;36.0;21.0;1.0;1.0;0.0
PA;15587983;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;17.0;0.0;1.0;0.0;0.0
PA;15175391;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;7.0;0.0;1.0;0.0;0.0
AP;16001214;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;4.0;0.0;0.0;0.0;1.0
AP;16006755;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;7.0;7.0;1.0;0.0;1.0
AP;16001222;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;8.0;8.0;1.0;1.0;1.0
AP;16008200;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;11.0;6.0;1.0;1.0;0.0
AP;16010809;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;11.0;0.0;1.0;0.0;0.0
AP;16002016;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;41.0;1.0;1.0;1.0;0.0
TO;17038332;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;10.0;1.0;1.0;1.0;1.0
TO;17039282;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;5.0;0.0;1.0;1.0;1.0
TO;17049717;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;4.0;0.0;1.0;1.0;1.0
TO;17020646;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;8.0;8.0;1.0;1.0;0.0
TO;17005078;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;30.0;25.0;1.0;1.0;0.0
TO;17005213;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;10.0;3.0;1.0;1.0;0.0
MA;21088217;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;12.0;0.0;1.0;0.0;0.0
MA;21088420;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;1.0;0.0;1.0
MA;21088519;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;7.0;1.0;1.0;1.0;1.0
MA;21088527;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;5.0;0.0;1.0;0.0;1.0
MA;21090009;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;15.0;0.0;1.0;1.0;0.0
MA;21226253;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;17.0;12.0;1.0;1.0;0.0
PI;22095942;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;6.0;6.0;1.0;1.0;1.0
PI;22097236;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;4.0;0.0;1.0;0.0;1.0
PI;22098232;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;4.0;0.0;1.0;0.0;1.0
PI;22106954;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;12.0;0.0;1.0;0.0;0.0
PI;22142827;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;11.0;11.0;1.0;1.0;1.0
PI;22143220;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;5.0;0.0;1.0;1.0;1.0
CE;23168900;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;2.0;1.0;0.0;1.0
CE;23168951;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;6.0;3.0;1.0;1.0;1.0
CE;23261994;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;6.0;0.0;1.0;0.0;0.0
CE;23168862;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;14.0;6.0;1.0;1.0;1.0
CE;23239360;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;9.0;1.0;1.0;1.0;0.0
CE;23000872;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;17.0;0.0;1.0;1.0;0.0
RN;24034495;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;6.0;4.0;1.0;0.0;1.0
RN;24034517;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;7.0;7.0;1.0;0.0;1.0
RN;24034797;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;10.0;10.0;1.0;1.0;1.0
RN;24009296;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;31.0;31.0;1.0;1.0;0.0
RN;24009300;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;12.0;0.0;1.0;0.0;0.0
RN;24080187;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;31.0;25.0;1.0;0.0;0.0
PB;25033158;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;14.0;0.0;1.0;0.0;1.0
PB;25033425;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0
PB;25033476;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;1.0;1.0;1.0
PB;25121243;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;6.0;0.0;1.0;0.0;0.0
PB;25121251;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;12.0;6.0;1.0;1.0;0.0
PB;25063251;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;8.0;1.0;1.0;0.0;0.0
PE;26106477;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;6.0;6.0;1.0;0.0;1.0
PE;26106582;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;9.0;9.0;1.0;0.0;1.0
PE;26106612;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;8.0;8.0;1.0;0.0;1.0
PE;26170868;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;16.0;3.0;1.0;0.0;0.0
PE;26174189;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;28.0;0.0;1.0;0.0;0.0
PE;26174227;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;4.0;0.0;1.0;0.0;0.0
AL;27000281;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;9.0;0.0;1.0;0.0;1.0
AL;27000400;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;7.0;0.0;1.0;0.0;1.0
AL;27046427;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;14.0;0.0;1.0;1.0;1.0
AL;27051374;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;10.0;0.0;1.0;1.0;0.0
AL;27055744;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;7.0;3.0;1.0;1.0;0.0
AL;27016021;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;20.0;20.0;1.0;1.0;0.0
SE;28012658;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;2.0;1.0;1.0;1.0
SE;28012712;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;1.0;1.0;1.0
SE;28005180;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;3.0;0.0;1.0;1.0;1.0
SE;28034082;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;6.0;6.0;1.0;0.0;0.0
SE;28035402;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;10.0;3.0;1.0;1.0;0.0
SE;28017331;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;8.0;5.0;1.0;0.0;0.0
BA;29211956;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;7.0;0.0;1.0;0.0;1.0
BA;29371112;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;5.0;0.0;1.0;1.0;1.0
BA;29023564;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;0.0;1.0;0.0;1.0
BA;29149568;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;9.0;0.0;1.0;1.0;0.0
BA;29149746;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;9.0;0.0;1.0;1.0;0.0
BA;29333229;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;5.0;0.0;1.0;0.0;0.0
MG;31200263;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;5.0;0.0;1.0;0.0;1.0
MG;31200778;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;5.0;0.0;0.0;0.0;1.0
MG;31200794;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;1.0
MG;31040924;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;12.0;0.0;1.0;1.0;0.0
MG;31277584;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;8.0;0.0;1.0;0.0;0.0
MG;31268551;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;7.0;0.0;1.0;0.0;0.0
ES;32025700;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0
ES;32025785;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;8.0;0.0;1.0;0.0;1.0
ES;32025793;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;6.0;0.0;1.0;0.0;1.0
ES;32045433;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;12.0;5.0;1.0;1.0;0.0
ES;32064420;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;11.0;0.0;1.0;1.0;0.0
ES;32081081;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;8.0;8.0;1.0;1.0;0.0
RJ;33036616;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;12.0;0.0;1.0;1.0;1.0
RJ;33036640;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;26.0;2.0;1.0;0.0;1.0
RJ;33036659;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;24.0;5.0;1.0;1.0;0.0
RJ;33036675;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;12.0;0.0;1.0;0.0;0.0
RJ;33036730;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0
RJ;33036756;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;4.0;0.0;1.0;1.0;1.0
SP;35031045;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;11.0;0.0;1.0;1.0;1.0
SP;35031100;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;17.0;0.0;1.0;1.0;1.0
SP;35031112;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;19.0;1.0;1.0;1.0;1.0
SP;35185954;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;15.0;14.0;1.0;0.0;0.0
SP;35197221;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;13.0;0.0;1.0;1.0;0.0
SP;35268410;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;21.0;20.0;1.0;1.0;0.0
PR;41042476;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;12.0;12.0;1.0;1.0;1.0
PR;41042590;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;14.0;2.0;1.0;1.0;1.0
PR;41042670;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;8.0;4.0;1.0;1.0;1.0
PR;41123123;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;13.0;0.0;1.0;0.0;1.0
PR;41155483;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;11.0;8.0;1.0;0.0;0.0
PR;41164644;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;7.0;0.0;1.0;1.0;1.0
SC;42011272;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;14.0;0.0;1.0;1.0;1.0
SC;42044553;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;6.0;0.0;1.0;0.0;1.0
SC;42086671;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;5.0;0.0;1.0;0.0;1.0
SC;42152542;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;7.0;7.0;1.0;1.0;1.0
SC;42028736;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;24.0;1.0;1.0;1.0;0.0
SC;42052378;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;13.0;0.0;1.0;1.0;0.0
RS;43019285;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;8.0;0.0;1.0;1.0;1.0
RS;43190987;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;5.0;0.0;1.0;1.0;1.0
RS;43200770;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;8.0;0.0;1.0;1.0;1.0
RS;43002560;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;8.0;3.0;1.0;0.0;0.0
RS;43012329;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;20.0;0.0;1.0;1.0;0.0
RS;43012515;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;20.0;20.0;1.0;1.0;0.0
MS;50011774;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;14.0;13.0;1.0;1.0;1.0
MS;50011790;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;10.0;0.0;1.0;0.0;1.0
MS;50011804;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;19.0;1.0;1.0;1.0;1.0
MS;50034421;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;12.0;12.0;1.0;1.0;0.0
MS;50015095;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;12.0;0.0;1.0;1.0;0.0
MS;50001515;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;7.0;0.0;1.0;0.0;0.0
MT;51033879;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;3.0;1.0;1.0;0.0;1.0
MT;51034000;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;6.0;6.0;1.0;1.0;1.0
