SG_UF;CO_ENTIDADE;IN_AGUA_POTAVEL;IN_AGUA_INEXISTENTE;IN_ENERGIA_REDE_PUBLICA;IN_ENERGIA_INEXISTENTE;IN_ESGOTO_REDE_PUBLICA;IN_ESGOTO_INEXISTENTE;IN_BANHEIRO;IN_COZINHA;IN_LABORATORIO_CIENCIAS;IN_LABORATORIO_INFORMATICA;IN_QUADRA_ESPORTES;IN_REFEITORIO;IN_SALA_MULTIUSO;IN_SALA_DIRETORIA;IN_SALA_LEITURA;IN_SECRETARIA;QT_SALAS_UTILIZADAS;QT_SALAS_UTILIZADAS_ACESSIVEIS;IN_INTERNET;IN_INTERNET_ALUNOS;IN_ALIMENTACAO
MT;51067986;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;28.0;22.0;1.0;1.0;1.0
MT;51069229;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0
MT;51071789;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;7.0;7.0;1.0;1.0;0.0
MT;51089874;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;12.0;6.0;1.0;1.0;1.0
GO;52049809;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;10.0;10.0;1.0;1.0;1.0
GO;52077942;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;10.0;0.0;1.0;0.0;1.0
GO;52096424;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;9.0;9.0;1.0;1.0;0.0
GO;52096688;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;10.0;7.0;1.0;1.0;0.0
GO;52103552;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;1.0;1.0
GO;52106837;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;13.0;13.0;1.0;1.0;0.0
DF;53005392;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;7.0;0.0;1.0;1.0;1.0
DF;53008979;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;22.0;0.0;1.0;1.0;1.0
DF;53009380;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;12.0;12.0;1.0;0.0;1.0
DF;53018877;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;10.0;7.0;1.0;1.0;0.0
DF;53035003;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;8.0;8.0;1.0;0.0;1.0
DF;53045009;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;37.0;37.0;1.0;1.0;0.0
