uf,codigo_escola,nome_escola,dependencia_adm,reprovacao_fundamental_total,reprovacao_medio_total,evasao_fundamental_total,evasao_medio_total
RO,11009047,EMEF VISCONDE DO RIO BRANCO,Pública,2.3,,0,
RO,11009080,EEEFM JOAQUIM PEREIRA DA ROCHA,Pública,4.2,11.1,3.3,4.8
RO,11043172,EPMEIEF ONOFRE DIAS LOPES,Pública,12.3,,0,
RO,11043180,EMEIEFR TOM JOBIM,Pública,8.9,,0,
RO,11043229,EPMEIEF HERMINIA CASTOLDI DE OLIVEIRA,Pública,10.2,,0,
RO,11047569,EPMEIEF JOAO PAULO II,Pública,7.7,,0,
RO,11047631,EMEIEFR ROBERTO MARINHO,Pública,0,,0,
RO,11047704,EPMEIEF AMIGOS DO CAMPO,Pública,10.6,,0,
RO,11048018,EEEM PROF¿ MARIA CONCEICAO DE SOUZA,Pública,,2.5,,8.2
RO,11049812,EEEFM VALDOMIRO FRANCISCO DE OLIVEIRA,Pública,0.9,0,1.3,4.1
RO,11049863,EMEIEF PROFESSOR CLAUDIOMIR CAMPESTRINI,Pública,1.6,,0,
RO,11049871,EMEF PROFESSORA MARIA DE JESUS GRILO,Pública,2.8,,0,
RO,11049901,CD - DRUMMOND EDUCACIONAL,Privada,0,0,0,0
RO,11050870,EEEFM VIVALDINO FERNANDES DE AVILA,Pública,4,8,0,1.3
RO,11051310,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL SILVANO REGINO CRIVELARI,Pública,5,,0,
RO,11054204,EMEIEFR ANTONIO FRANCISCO LISBOA,Pública,13.6,,0,
RO,11021918,EMEIEF MARECHAL HERMES DA FONSECA,Pública,2.3,,0,
RO,11022108,EMEIEF SAGRADA FAMILIA,Pública,0,,0,
RO,11022205,EEEF ROCHA POMBO,Pública,12.2,,0,
RO,11022221,EEEFM AURELIO BUARQUE DE HOLANDA FERREIRA,Pública,,6.1,,7.4
RO,11022230,EEEFM ALEXANDRE DE GUSMAO,Pública,0,0,0,0
RO,11038624,EMEF MACHADO DE ASSIS,Pública,0.2,,0,
RO,11039230,EMEIEF ANA CAROLINA DALLA COSTA,Pública,1.9,,0,
RO,11059800,EMEIEF NOSSA SENHORA DAS GRACAS,Pública,0.8,,0,
RO,11016221,ESCOLA ADVENTISTA DE OURO PRETO,Privada,0,,0,
RO,11016248,COLEGIO UNEOURO,Privada,0.7,0,0,0
RO,11016299,EMEIEF 22 DE DEZEMBRO,Pública,14.1,,0,
RO,11016507,EEEFM AURELIO BUARQUE DE HOLANDA FERREIRA,Pública,4.8,,0,
RO,11016558,EMEF BENJAMIN CONSTANT,Pública,7.1,,0.4,
RO,11016817,EMEF FERNANDO DE AZEVEDO,Pública,10,,0,
RO,11017023,EMEF JOAQUIM NABUCO,Pública,5.2,,0,
RO,11017104,EMEIEF MANOEL SANTOS,Pública,9.1,,0,
RO,11017112,EMEIEF MARACATIARA,Pública,4.4,,0,
RO,11017201,EEEFM MONTEIRO LOBATO,Pública,2.1,,0,
RO,11017422,EEEFM MARIA DE MATOS E SILVA,Pública,2.8,2.7,0.7,0
RO,11017430,EEEF PROFESSORA MARGARIDA CUSTODIO DE SOUZA,Pública,2.3,,0,
RO,11017775,COLEGIO TIRADENTES DA POLICIA MILITAR - CTPM XII,Pública,1.2,5.7,0,0
RO,11017791,EEEFM JOAQUIM DE LIMA AVELINO,Pública,,1.9,,14.9
RO,11040432,EMEIEF RONDOMINAS,Pública,0.6,,0,
RO,11050004,EMEF CORA CORALINA,Pública,7,,0,
RO,11050020,EMEF CECILIA MEIRELES,Pública,4.5,,0,
RO,11031433,CENTRO EDUCACIONAL PROFESSOR PAULO FREIRE,Privada,0,,0,
RO,11031506,EMEIEF AGUIA DOURADA,Pública,9.8,,0,
RO,11031549,EEEF ANISIO SERRAO DE CARVALHO,Pública,0,,0.2,
RO,11031700,EEEFM BOM SUCESSO,Pública,2.7,9.9,0,3.3
RO,11031883,EMMEF DOMINICAL VITORIA,Pública,0,,0,
RO,11032260,EEEMTI MARECHAL CORDEIRO DE FARIAS,Pública,,2.1,,0
RO,11032308,EMEIEF MARIA DA CONCEICAO DO AMARAL CRIVELLI,Pública,2.2,,0,
RO,11032375,EMEIEF NAIR BARROS,Pública,0.9,,0,
RO,11032510,EEEFM ORLANDO BUENO DA SILVA,Pública,12.1,11.1,0,19.5
RO,11032642,EMEIEF PROFESSORA LAIRCE SANTIAGO MAINA,Pública,5.5,,0,
RO,11032995,EMMEF UNIAO DO CALCARIO,Pública,0,,0,
RO,11033070,EEEFM RAIMUNDO EUCLIDES BARBOSA,Pública,17.5,10.5,1.8,6.1
RO,11037334,EEEFM PROFESSOR VALDIR MONFREDINHO,Pública,0.6,,0,
RO,11042621,EMEIEF PROF EMANUEL OSVALDO MOREIRA,Pública,7.9,,0,
RO,11048026,EMEIEF LUIZ CABRAL DE SOUZA,Pública,9.3,,0,
RO,11048956,CENTRO TECNICO ESTADUAL DE EDUCACAO RURAL ABAITARA,Pública,,0.4,,0
RO,11050250,EMEIEF MARIA JOSE ALVES ESCOBAR,Pública,3.3,,0,
RO,11050268,EMEIEF ASSUNTA MARIA GIANINI FAVALECA,Pública,6.2,,0,
RO,11050276,EMEF SANDOVAL MEIRA,Pública,0.3,,0,
RO,11114800,EMMEF URUCUMACUA,Pública,13,,0,
RO,11000058,CENTRO DE ENSINO CLASSE A,Privada,0.5,2.3,0,0
RO,11000082,CENTRO EDUCACIONAL PRESBITERIANO 15 DE NOVEMBRO,Privada,0,,0,
RO,11000104,CENTRO EDUC CORA CORALINA,Privada,0.4,,0.2,
RO,11000198,COLEGIO SAPIENS - UNIDADE JARDIM DAS MANGUEIRAS,Privada,0,5.9,0,0
RO,11000201,EMEF PROF HERBERT DE ALENCAR,Pública,1.9,,0,
RO,11000252,COLEGIO SAPIENS - UNIDADE JARDIM AMERICA,Privada,0.2,3.8,0,0
RO,11000260,COLEGIO TIRADENTES DA POLICIA MILITAR - CTPM I,Pública,0.3,0.2,0,0
RO,11000295,EEF SANTA MARCELINA,Privada,0.9,,0,
RO,11000317,EEEFM DR JOSE OTINO DE FREITAS,Pública,1.7,11.9,0,0
RO,11000350,COLEGIO ADVENTISTA DE PORTO VELHO,Privada,1.2,3.3,0,0
RO,11000368,EMEIEF 13 DE MAIO,Pública,0.3,,0,
RO,11000376,EEEF 21 DE ABRIL,Pública,0.7,,2.6,
RO,11000384,EEEFM 4 DE JANEIRO,Pública,,4.8,,7
RO,11000457,EEEFM PROFESSORA ANTONIA VIEIRA FROTA,Pública,3.2,2.8,5.5,12.2
RO,11000465,EMEIEF ANTONIO AUGUSTO VASCONCELOS,Pública,3.2,,0,
RO,11000473,EMEF ANTONIO FERREIRA DA SILVA,Pública,0,,0,
RO,11000554,EEEFM BANDEIRANTES,Pública,2.7,1.1,3.1,14.9
RO,11000562,EMEF BARAO DO RIO BRANCO,Pública,8,,0,
RO,11000597,EEEFM BELA VISTA,Pública,2.1,4.5,0.2,0
RO,11000635,EMEF BOHEMUNDO ALVARES AFONSO,Pública,9.4,,0,
RO,11000651,EMEF BOM JESUS,Pública,0.7,,0,
RO,11000660,EMEIEF BOM PRINCIPIO,Pública,2.6,,0,
RO,11000678,EEEMTI BRASILIA,Pública,,3,,0.6
RO,11000708,EEEFM CAP CLAUDIO MANOEL DA COSTA,Pública,3.5,7.1,1.9,16.1
RO,11000848,EEEFM DOM PEDRO I,Pública,0,,0,
RO,11000856,EEEFM PROFESSOR DANIEL NERI DA SILVA - CIVICO-MILITAR,Pública,3.4,8.4,0.3,3.3
RO,11000864,EMEF DEIGMAR MORAES DE SOUZA,Pública,30.4,,0,
RO,11000880,CENTRO EDUCACIONAL DR GILBERTO MENDES DE AZEVEDO,Privada,3.4,1.7,0.1,0
RO,11000910,ESCOLA SANTA MARCELINA MARCELLO CANDIA,Privada,2.2,,0,
RO,11000937,EEEFM DR OSWALDO PIANNA,Pública,5,,14.2,
RO,11000970,EEEFM DUQUE DE CAXIAS,Pública,5.4,,1,
RO,11001003,EMEF ENG¿ WADIH DARWICH ZACARIAS,Pública,3.4,,1.2,
RO,11001011,EMEIEF ERMELINDO MONTEIRO BRASIL,Pública,17.1,,0.7,
RO,11001038,EMEF ESTELA DE ARAUJO COMPASSO,Pública,1,,0,
RO,11001046,EEEFM ESTUDO E TRABALHO,Pública,2.5,0.7,0.4,9.9
RO,11001070,EMEF FRANCISCO BRAGA,Pública,0,,0,
RO,11001097,EEEF FRANKLIN DELANO ROOSEVELT,Pública,1.8,,1.8,
RO,11001119,EEEFM GOV ARAUJO LIMA,Pública,2.3,4.6,3.1,2
RO,11001135,COLEGIO MILITAR DOM PEDRO II - CMDP II - UNIDADE I,Pública,0.2,0.5,0.2,0.4
RO,11001143,EEEFM GOV JESUS BURLAMAQUI HOSANNAH,Pública,3.3,1.9,3.1,10.3
RO,11001151,EMEF HEITOR VILLA LOBOS,Pública,3.1,,0,
RO,11001160,EEEF HEITOR VILLA LOBOS,Pública,12.3,,2.8,
RO,11001178,EEEF HELIO NEVES BOTELHO,Pública,0,,1.8,
RO,11001186,EMEF HENRIQUE DIAS,Pública,5.7,,0,
RO,11001224,EMEF ERIALDO GOMES DO CARMO,Pública,11.1,,0,
RO,11001240,EEEF JANIO DA SILVA QUADROS,Pública,12.3,,3.9,
RO,11001267,EMEIEF JOAO AFRO VIEIRA,Pública,5.2,,0,
RO,11001275,EMEF JOAQUIM VICENTE RONDON,Pública,0.1,,0.2,
RO,11001283,EEEFM JOHN KENNEDY,Pública,0.5,4.1,1.5,4.1
RO,11001305,EEEFM JORGE TEIXEIRA DE OLIVEIRA,Pública,4.3,2,0,0
RO,11001313,EMEIEF JOSE AUGUSTO DA SILVA,Pública,0,,0,
RO,11001364,EEEFM JUSCELINO KUBITSCHEK DE OLIVEIRA,Pública,6.8,9.1,3.7,9.1
RO,11001410,COLEGIO TIRADENTES DA POLICIA MILITAR CTPM VII,Pública,6.3,0,0,1.2
RO,11001445,EMEF PROFESSOR MANOEL GRANGEIRO,Pública,3.4,,0,
RO,11001461,EMEF MANOEL PEDRO PEREIRA,Pública,7.3,,0,
RO,11001496,EEEFM MARCOS DE BARROS FREIRE,Pública,3.6,10,0.3,0.9
RO,11001500,EMEF MARIA A QUEIROZ DE OLIVEIRA,Pública,5.9,,5.9,
RO,11001526,EEEF MARIA CARMOSINA PINHEIRO,Pública,5.8,8.7,2.4,28.3
RO,11001550,EEEFM MARIANA,Pública,1.5,0.6,0.6,2.9
RO,11001607,EMEF MORVAN FREIRE BRASIL,Pública,0,,0,
RO,11001640,EEEFM MURILO BRAGA,Pública,0.2,0,0.5,1.8
RO,11001658,EMEIEF NACIONAL,Pública,2.5,,0,
RO,11001666,EMEF NACOES UNIDAS,Pública,0.5,,0,
RO,11001712,EEEF NOSSA SENHORA DAS GRACAS,Pública,6.3,,1.7,
RO,11001798,EMEF PADRE JOSE DE ANCHIETA,Pública,0,,34.2,
RO,11001810,EEEF GOVERNADOR PAULO NUNES LEAL,Pública,12.2,0,2.8,5.3
RO,11001828,EMEF PADRE CHIQUINHO,Pública,0,,0.6,
RO,11001844,EEEF PE MARIO CASTAGNA,Pública,1.2,,1.6,
RO,11001887,EEEFM PRES TANCREDO DE ALMEIDA NEVES,Pública,0.5,,1.3,
RO,11001909,EEEF PRINCESA IZABEL,Pública,2.6,,7.7,
RO,11001968,EMEIEF MARIA IZAURA DA COSTA CRUZ,Pública,7.9,,3.7,
RO,11001992,EEEF PROF ROBERTO DUARTE PIRES,Pública,0.6,,0,
RO,11002000,EEEF PROF ELOISA BENTES RAMOS,Pública,1.2,,2,
RO,11002018,EEEFM PROF FLORA CALHEIROS COTRIN,Pública,1.6,10,4.5,6.3
RO,11002042,EMEIF PROF MARIA ANGELICA QUEIROZ DE OLIVEIRA,Pública,0,,0,
RO,11002085,E M E F RIO GUAPORE,Pública,6.9,,0.3,
RO,11002093,EMEIEF RIO MADEIRA,Pública,1.9,,0.3,
RO,11002123,EEEFM RISOLETA NEVES,Pública,3.8,9.9,6.5,6.6
RO,11002158,EMEF SAO FRANCISCO DE ASSIS,Pública,1.9,,0,
RO,11002182,EMEF SANTO ANTONIO I,Pública,7.1,,0,
RO,11002255,EEEFM SAO LUIZ,Pública,3.4,9.8,8.9,6
RO,11002263,EMEF SAO LUIZ GONZAGA,Pública,0,,0,
RO,11002280,EMEF SAO PEDRO,Pública,2.2,,0.3,
RO,11002301,EEEF SAO SEBASTIAO I,Pública,0.8,,0,
RO,11002310,EMEF PROFESSOR ANTONIO AUGUSTO REBELO DAS CHAGAS,Pública,3.8,,0,
RO,11002328,EEEF SEBASTIANA LIMA DE OLIVEIRA,Pública,0,,1.7,
RO,11002409,EMEF UNIAO,Pública,4,,0,
RO,11002425,EMEF VALE DO JAMARI,Pública,0,,0,
RO,11002468,EEEFM BARAO DO SOLIMOES,Pública,6.6,5.6,0,0
RO,11002476,EEEFM GETULIO VARGAS - CIVICO-MILITAR,Pública,6,7.4,2.4,3.2
RO,11002484,EEEM MAJOR GUAPINDAIA,Pública,,6.6,,1.3
RO,11002506,EEEFM MARECHAL CASTELO BRANCO,Pública,0,6,2.2,8.8
RO,11002514,EEEFM PROF ORLANDO FREIRE,Pública,3.1,6.4,1.8,8.4
RO,11002522,EEEFM PROF EDUARDO LIMA E SILVA,Pública,0,9.4,1.7,4.6
RO,11002549,EEEFM RIO BRANCO,Pública,0,1.1,3.2,4.5
RO,11002662,EPEF DG SC LTDA,Privada,0,,3.6,
RO,11002778,EMEIEF DR TANCREDO DE ALMEIDA NEVES,Pública,0,,0,
RO,11002883,EMEIEF PINGO DE GENTE,Pública,2.1,,0,
RO,11002956,EMEIEF SENADOR OLAVO GOMES PIRES,Pública,0,,0,
RO,11002999,EMEF SAUL BENNESBY,Pública,1.7,,0,
RO,11003065,IEE CARMELA DUTRA,Pública,,6.7,,4.2
RO,11003073,INSTITUTO EDUCACIONAL MARISE CASTIEL,Privada,0,,0,
RO,11003081,INSTITUTO LAURA VICUNA,Privada,0.7,0,0.2,0
RO,11003090,INSTITUTO MARIA AUXILIADORA,Privada,0,0,0,0
RO,11003138,IME ENGENHEIRO FRANCISCO ERSE,Pública,4.2,,0,
RO,11003154,EEEF BRANCA DE NEVE,Pública,0.5,,0,
RO,11003162,EEEF CASA DE DAVI,Pública,0.8,,1.1,
RO,11003197,EEEF PROFESSORA MARIA APARECIDA DA SILVA RODRIGUES,Pública,1.8,,0.3,
RO,11003200,EEEF NOSSA SENHORA DO AMPARO,Pública,3.5,,1.1,
RO,11003308,EMEIEF MARECHAL RONDON,Pública,10.4,,1.5,
RO,11003324,EMEF SANTA JULIA,Pública,17.3,,2.1,
RO,11003367,EMEF CASTRO ALVES,Pública,7.7,,0,
RO,11003383,EMEIEF DRA ANA ADELAIDE GRANGEIRO,Pública,2.3,,0,
RO,11003391,EMEF MANOEL MACIEL NUNES,Pública,4.7,,2.3,
RO,11003413,EEEFM GENERAL OSORIO,Pública,5.9,6.7,0,2.6
RO,11003464,EMEF JOAO DE BARROS GOUVEIA,Pública,4.5,,0,
RO,11003529,EMEF MONTE HOREB,Pública,10,,0,
RO,11003561,EMEF PE FRANCISCO JOSE PUCCI,Pública,4.5,,0,
RO,11003693,EMEF CORA CORALINA,Pública,9.6,,0,
RO,11003774,EMEF OLYMPIA SALVATORE RIBEIRO,Pública,0,,0,
RO,11003812,EEEFM MARIA NAZARE DOS SANTOS,Pública,0.4,4.8,1.8,4.8
RO,11037474,CENTRO DE ENSINO MINEIRO,Privada,1.9,0.7,0,0
RO,11037482,EMEIEF SAO MIGUEL,Pública,0.5,,0.7,
RO,11037512,EMEIEF CHAPEUZINHO VERMELHO,Pública,0,,0,
RO,11037539,EMEIEF PROGRESSO,Pública,3.3,,0,
RO,11037580,EMEF JOSE RODRIGUES,Pública,4.8,,0,
RO,11037636,EMEF PROF PEDRO TAVARES BATALHA,Pública,4.6,,0,
RO,11037644,EMEF RAIMUNDO AGOSTINHO DA SILVA,Pública,0.4,,1.5,
RO,11037652,EMEF NOSSA SENHORA DE NAZARE,Pública,24.2,,0.3,
RO,11037865,EMEIF ULISSES SOARES FERREIRA,Pública,4.1,,0,
RO,11037881,EMEIEF JOAQUIM VICENTE RONDON,Pública,8,,0.3,
RO,11038039,EMEF UNIAO DA VITORIA,Pública,0,,0,
RO,11038063,EEEFM ULISSES GUIMARAES - CIVICO-MILITAR,Pública,0.2,0.2,1.6,10
RO,11040440,EMEF VISTA ALEGRE,Pública,7.7,,0,
RO,11040483,EMEF BOA ESPERANCA,Pública,0,,0,
RO,11040505,EMEF NOSSA SENHORA APARECIDA,Pública,2.6,,2.7,
RO,11040548,EMEF RIO VERDE,Pública,0,,0,
RO,11040556,EMEIEF PROF MARIA JACIRA FEITOSA DE CARVALHO,Pública,3.1,,0,
RO,11040629,EEEFM JAYME PEIXOTO DE ALENCAR,Pública,12.1,2.8,1.7,3.9
RO,11040637,EIEEFM SANTA MARIA KAXARARI,Pública,5.6,0,22.2,0
RO,11040670,C E PROF¿ LOURIVAL CHAGAS DA SILVA,Privada,1.4,,0,
RO,11040793,EEEB PROF JOAO BENTO DA COSTA,Pública,,13.8,,4.9
RO,11040831,CENTRO DE ENSINO APRENDER,Privada,5.8,,0.5,
RO,11040920,EMEIEF SENADOR DARCY RIBEIRO,Pública,1.1,,0.4,
RO,11040955,INSTITUTO EDUCACIONAL SAO FRANCISCO,Privada,0,,0,
RO,11040998,CESC - CENTRO EDUC SONHOS DE CRIANCA,Privada,0,,0,
RO,11041048,EMEIEF AREAL DA FLORESTA,Pública,0.5,,0,
RO,11041064,EMEIEF ALEGRIA,Pública,2.1,,0,
RO,11041773,EIEEF FLORESTA MAIA,Pública,8.3,,37.5,
RO,11042923,EIEEF PIN KARIPUNA,Pública,0,,0,
RO,11043857,COLEGIO CLASSE A,Privada,0.8,3.8,0,0
RO,11043920,INSTITUTO BATISTA DE ENSINO EL SHADAI - IBEL,Privada,0,,0,
RO,11043989,EMEIEF JESUS DE NAZARE,Pública,6.5,,0.7,
RO,11043997,EMEIEF RIO PARDO,Pública,6.8,,0,
RO,11045108,EIEEFM KURANA KAXARARI,Pública,0,0,0,0
RO,11045167,EMEF MANOEL APARICIO NUNES ALMEIDA,Pública,6.2,,0,
RO,11045175,EMEF JOAO RIBEIRO SOARES,Pública,2.8,,0,
RO,11045809,EMEF FRANCISCO JOSE CHIQUILITO COIMBRA ERSE,Pública,9.4,,1.8,
RO,11045825,EMEF JOSE DE FREITAS,Pública,19.7,,2.8,
RO,11045868,EMEF JERUSALEM DA AMAZONIA,Pública,7.4,,2.1,
RO,11045884,EMEIEF ERNANDES COUTINHO,Pública,4,,0,
RO,11045892,EMEIEF 03 DE DEZEMBRO,Pública,5.4,,0,
RO,11045922,EIEEFM KAIBU,Pública,13.3,0,0,0
RO,11046457,COLEGIO VALE DO GUAPORE,Privada,,0,,14.3
RO,11046538,INSTITUTO EDUCACIONAL CINDERELA,Privada,0,,0,
RO,11046643,EIEF ALTERNATIVA,Privada,0,,0,
RO,11046651,EMEF RIACHO AZUL,Pública,0,,0,
RO,11046660,EMEF FLOR DO CUPUACU,Pública,0,,2,
RO,11046937,EEEF JORGE VICENTE SALAZAR DOS SANTOS,Pública,1.4,,0.4,
RO,11047682,EMEIEF GUADALUPE,Pública,0,,0,
RO,11047690,EMEF FRANCISCO SALES DE OLIVEIRA,Pública,0,,0,
RO,11047739,EMEIEF AUTA DE SOUZA,Pública,4.4,,0,
RO,11047780,EMEIEF MARIA CASAROTO ABATI,Pública,3.9,,0.9,
RO,11047925,EMEIEF 12 DE OUTUBRO,Pública,4.8,,0.2,
RO,11048280,EMEIEF FLAMBOYANT,Pública,6.4,,0,
RO,11048298,EMEIEF PADRE GEOVANI MENDES,Pública,0,,0,
RO,11048301,EMEIEF CASTANHEIRA,Pública,0,,1.5,
RO,11048310,EMEIEF FLOR DO PIQUIA,Pública,2.3,,0.5,
RO,11048328,EMEIEF TUCUMA,Pública,1.2,,0,
RO,11048450,ESCOLA MARCELO CANDIA SUBSEDE I,Privada,7.3,23.2,0.3,0.6
RO,11048484,EMEIEF BROTO DO ACAI,Pública,0,,0,
RO,11048492,EMEIEF COR DE JAMBO,Pública,0,,0,
RO,11048506,EMEIEF FRANCISCO ELENILSON NEGREIROS,Pública,1,,0,
RO,11048530,EMEIEF VOO DA JURITI,Pública,0,,0,
RO,11048557,COLEGIO CRISTAO,Privada,0.7,11.9,0,0
RO,11048573,COOPEMETA COOPERATIVA EDUCACIONAL DE RONDONIA,Privada,1.5,,0,
RO,11048581,EIEEFM KYOWA,Pública,8.3,0,30.6,15.8
RO,11048590,EIEEFM JOJ BIT O MIRIM,Pública,0,0,14.3,0
RO,11048670,EEEFM PROFESSOR FRANCISCO DESMOREST PASSOS,Pública,6.8,0,4.6,7.9
RO,11048875,EMEIEF FLOR DE LARANJEIRA,Pública,0.8,,0,
RO,11048883,EMEIEF NOSSA SENHORA DO AMPARO,Pública,1.4,,0,
RO,11048972,EIEEF NYJ NYJI,Pública,0,,0,
RO,11049006,MAPLE BEAR PORTO VELHO,Privada,0.4,0,0,0
RO,11049073,COLEGIO SAPIENS - UNIDADE INTENSIVO,Privada,,1,,0
RO,11049146,EMEIEF MIGUEL FERREIRA,Pública,0,,0,
RO,11049162,EMEF PROFESSORA JOELMA RODRIGUES DOS SANTOS,Pública,4.2,,0,
RO,11049170,EMEF ELY BEZERRA DE SALLES,Pública,4.2,,0,
RO,11049332,EMEIEF BILINGUE PORTO VELHO,Pública,0.9,,0.9,
RO,11049340,INSTITUTO EDUCACIONAL ALENCAR FREITAS LTDA - ME,Privada,2.3,0,0,0
RO,11049359,INSTITUTO DE EDUCACAO INFANTIL E FUNDAMENTAL VIDA PLENA,Privada,0.5,,0.5,
RO,11049421,EIEEF BINU,Pública,0,,0,
RO,11049430,COLEGIO TIRADENTES DA POLICIA MILITAR II UNIDADE JACI PARANA CTPM II,Pública,7.4,10.4,0,0
RO,11049464,CENTRO EDUCACIONAL FLORESTA ENCANTADA LTDA - ME,Privada,0,,0,
RO,11049480,CENTRO EDUCACIONAL MODERNO,Privada,0,,0,
RO,11049502,CENTRO EDUCATIVO SEMEANDO,Privada,0.7,,0,
RO,11049537,CENTRO EDUCACIONAL GALILEU,Privada,0,,0,
RO,11049820,EIEEF KUNANARI,Pública,7.7,,15.4,
RO,11049839,EIEEF KAWAPU,Pública,15.4,,0,
RO,11049847,EIEEF APULY,Pública,0,,0,
RO,11049936,EEEMTI LYDIA JOHNSON DE MACEDO,Pública,,6.2,,3.1
RO,11050055,CRECHE PRE ESCOLAR CANTINHO DA ALEGRIA,Privada,0,,0,
RO,11050080,COLEGIO CONCEITOS,Privada,0.7,,0,
RO,11050101,ESCOLA DE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL PEIXINHO FELIZ,Privada,0,,0,
RO,11050128,EIEEF PYM KEJA SIGNATY PYPYDNIPA,Pública,0,0,16.7,0
RO,11050349,EEEFM FERNANDO DE SOUZA GOMES,Pública,1.4,4.3,2.4,9
RO,11050357,ESCOLA BATISTA VIDA PLENA,Privada,0,,0,
RO,11050578,EEEM PROFESSORA JURACY LIMA TAVARES,Pública,,0,,5.9
RO,11050624,KOSMOS CENTRO EDUCAIONAL,Privada,0,,0,
RO,11050748,EMEF MARIA FRANCISCA DE JESUS GONCALVES,Pública,2,,0,
RO,11050780,EEEF MARIA DE NAZARE,Pública,3.9,,0,
RO,11050837,INSTITUTO EDUCACIONAL ESPACO INFANTIL,Privada,0,,0,
RO,11050861,CENTRO EDUCACIONAL INFANTIL PLENITUDE,Privada,0,,0,
RO,11050900,CRECHE E PRE ESCOLA ESPACO CRIANCA E CIA,Privada,0,,0,
RO,11050942,CENTRO DAS POTENCIALIDADES HUMANAS - CPH,Privada,1.8,,3.5,
RO,11051175,CENTRO EDUCACIONAL UNI DUNI TE,Privada,0,,0,
RO,11051191,EIEEFM AKOT PY EJYPETY PYPYDNIPA,Pública,0,,13.3,
RO,11051345,COLEGIO PORTO MADEIRA,Privada,0,,0,
RO,11051361,EIEEF IXAHIPI,Pública,0,,0,
RO,11052201,EIEEF ABYA,Pública,0,,0,
RO,11055600,EEEF LUIZ SOARES DE CASSIA,Pública,1.2,,1.7,
RO,11104805,EEEFM CESAR FREITAS CASSOL,Pública,7.7,6.4,2.3,12.7
RO,11107812,IFRO - CAMPUS PORTO VELHO ZONA NORTE,Pública,,0,,1.4
RO,11109807,IFRO - CAMPUS PORTO VELHO CALAMA,Pública,,8.6,,0.3
RO,11113804,EEEFM RAIMUNDO NONATO VIEIRA DA SILVA,Pública,,12.3,,12.8
RO,11117800,EMEIEF SOM DA CRAVIOLA,Pública,6.8,,0,
RO,11117834,EMEF ENGENHO DO MADEIRA,Pública,0,,0,
RO,11118814,EMEF PE DE MURICI,Pública,6.5,,0,
RO,11120819,EMEIEF BELEZAS DO BURITI,Pública,0.8,,0,
RO,11015110,EMMEIEF RIO SAO FRANCISCO,Pública,3.4,,0,
RO,11017872,EMEF PROF LUIZ CAPILLA,Pública,1.2,,0,
RO,11017899,EMEF 15 DE NOVEMBRO,Pública,3.4,,0,
RO,11017988,EEEF APOLONIA ROSSI JAVARINI,Pública,0,,1,
RO,11018089,EEEFM CARLOS DRUMOND DE ANDRADE,Pública,1.6,0.8,0,0
RO,11018216,EEEFM DONA BENTA,Pública,0.8,8.5,0,0
RO,11018267,EEEFM EMBURANA,Pública,3.2,2.6,0,0
RO,11018453,EMMEIEF JUNQUEIRA FREIRE,Pública,0,,0,
RO,11018810,EEEFM PROFESSOR PAULO FREIRE,Pública,0.7,0,3.6,4.6
RO,11018950,EEEFM PRESIDENTE EMILIO GARRASTAZU MEDICI,Pública,1.9,10.7,0,0
RO,11046430,EMMEIEF FLORESTAN FERNANDES,Pública,3.9,,0,
RO,11048441,EEEFM IRMA DOROTHY MAE STANG,Pública,0,2.1,0,0
RO,11009306,EEEFM FRANCISCO MIGNONE,Pública,2.8,3.8,0.4,6
RO,11038268,EMEF VANEIDE DE OLIVEIRA,Pública,11.9,,0,
RO,11028750,EEEFM CARLOS DRUMOND DE ANDRADE,Pública,0.6,1.7,0.6,0.6
RO,11028840,EMEIEF DINA SFAT,Pública,1,,0,
RO,11029056,EEEFM JOSE ROSALES DOS SANTOS,Pública,0,0.8,1.9,0
RO,11029064,EPMEIEF JOSE VERISSIMO,Pública,6.6,,0,
RO,11029099,EEEF MARIA COMANDOLLI LIRA,Pública,0,,0.5,
RO,11029110,EEEFM MARIA DO CARMO DE OLIVEIRA RABELO,Pública,3.5,4,0.8,0
RO,11029161,EEEF MONTEIRO LOBATO,Pública,0.5,,0,
RO,11029170,EEEFM NILSON SILVA,Pública,0.7,,0,
RO,11029307,COLEGIO TIRADENTES DA POLICIA MILITAR - CTPM VIII,Pública,0,0,0.7,1.4
RO,11029412,EEEF ULISSES GUIMARAES,Pública,1.6,,0,
RO,11029439,EEEMTI CANDIDO PORTINARI,Pública,,2.3,,0
RO,11029455,EEEFM CEL ALUIZIO PINHEIRO FERREIRA,Pública,1,8.9,0,0.3
RO,11029480,EEEFM TANCREDO DE ALMEIDA NEVES,Pública,0,8.1,0,0.3
RO,11029501,EMEIEF BALAO MAGICO,Pública,0,,0,
RO,11038934,EMEIEF PEQUENO PRINCIPE,Pública,0,,0,
RO,11045051,EPMEIEF FRANCISCA DURAN COSTA,Pública,5.7,,0,
RO,11045639,COLEGIO CLARICE LISPECTOR LTDA,Privada,0,0,0,0
RO,11046104,EMEF PROFESSOR DIONISIO QUINTINO,Pública,0.8,,0,
RO,11048174,COLEGIO BENEC,Privada,1.6,0,0,0
RO,11048646,EMEIEF JOAO BATISTA DIAS,Pública,0.3,,0,
